,banksy_niche,core_global,curl,elongation,purity,linearity
285,1,tma3_D2,0.0,0.5169120830509027,0.6666666666666666,1.0
286,1,tma3_D2,0.0,0.028367194825958397,0.8695652173913043,0.8265783103365468
287,1,tma3_D2,0.0,0.5877748131250329,0.6,0.8772981928592148
288,1,tma3_D2,0.0,0.5935687540845535,0.43685300207039335,0.9472658496918227
289,1,tma3_D2,0.0,0.570772313447464,0.6017441860465116,0.8530393962158301
290,1,tma3_D2,0.0,0.6322772765130756,0.4709418837675351,1.0
291,1,tma3_D2,0.0,0.4700691857378907,0.8202247191011236,0.8550623900460809
292,1,tma3_D2,0.0,0.14038691122500435,0.7068965517241379,0.8737881615665098
293,1,tma3_D2,0.0,0.5538341053684834,0.9666666666666667,0.8089921644711096
294,1,tma3_D2,0.0,0.3035717751589899,1.0,1.0
295,1,tma3_D2,0.0,0.4009358840095286,0.4909090909090909,0.9036882474844723
296,1,tma3_D2,0.0,0.4243767540236668,1.0,0.8093067216650558
297,1,tma3_D2,0.0,0.1327369044919261,1.0,0.7937975853864313
298,1,tma3_D2,0.0,0.543017823364889,0.4728682170542636,0.8366143092099818
299,1,tma3_D2,0.0,0.6189839550203723,0.8666666666666667,1.0
300,1,tma3_D2,0.0,0.047166886449162115,0.5619047619047619,0.7758506283080541
301,1,tma3_D2,0.0,0.28276111727267017,0.8469387755102041,0.8305141816839086
302,1,tma3_D2,0.0,0.6790352187092072,0.8043478260869565,1.0
303,1,tma3_D2,0.0,0.5076418721487357,0.9074074074074074,1.0
304,1,tma3_D2,0.0,0.7272116008885416,0.9545454545454546,1.0
305,1,tma3_D2,0.0,0.822343152257237,0.8135593220338984,1.0
306,1,tma3_D2,0.0,0.3934209054223352,1.0,0.7411877832668824
307,1,tma3_D2,0.0,0.5831572022446032,0.3949329359165425,1.0
308,1,tma3_D2,0.0,0.38010043011673633,0.46381578947368424,0.7963585098589429
309,1,tma3_D2,0.0,0.6814468710758236,0.37373737373737376,1.0
310,1,tma3_D2,0.0,0.3866343422394094,0.8837209302325582,0.8107257732464933
311,1,tma3_D2,0.0,0.5143190803322306,0.6721311475409836,1.0
312,1,tma3_D2,0.0,0.24777344562268,0.8863636363636364,1.0
313,1,tma3_D2,0.0,0.7601429171560232,0.7037037037037037,1.0
314,1,tma3_D2,0.0,0.46353666178768094,0.7746478873239436,0.7591680811903665
315,1,tma3_D2,0.0,0.5716516844076527,0.5783783783783784,1.0
316,1,tma3_D2,0.0,0.4839528565039971,1.0,0.8591629768225997
317,1,tma3_D2,0.0,0.33475927314399745,1.0,1.0
318,1,tma3_D2,0.0,0.20126569601015898,1.0,1.0
319,1,tma3_D2,0.0,0.3264757884704822,1.0,1.0
320,1,tma3_D2,0.0,0.32936346611759215,0.7916666666666666,0.752624594663679
321,1,tma3_D2,0.0,0.7716763578596924,0.7714285714285715,1.0
322,1,tma3_D2,0.0,0.6098311830349321,0.9375,1.0
323,1,tma3_D2,0.0,0.5821543586420524,0.5652173913043478,1.0
324,1,tma3_D2,0.0,0.47198130947932393,0.8571428571428571,0.8529410661376687
325,1,tma3_D2,0.0,0.4100771268438247,0.5789473684210527,1.0
326,1,tma3_D2,0.0,0.0906658036957414,1.0,0.8661664006913853
327,1,tma3_D2,0.0,0.7460728051088393,0.9333333333333333,1.0
328,1,tma3_D2,0.0,0.464039812062189,0.7407407407407407,0.865370622595081
329,1,tma3_D2,0.0,0.40205310948789275,1.0,0.9237362881175916
330,1,tma3_D2,0.0,0.3666875819031913,0.7333333333333333,0.942223483973574
331,1,tma3_D2,0.0,0.3607195390329797,0.5841584158415841,0.7157589925831725
332,1,tma3_D2,0.0,0.08827560737785667,0.8571428571428571,0.7033177802611511
333,1,tma3_D2,0.0,0.6513197700288171,0.5981308411214953,1.0
334,1,tma3_D2,0.0,0.4352072818331798,0.863013698630137,1.0
335,1,tma3_D2,0.0,0.4962309040957119,0.8461538461538461,0.8793341121676584
336,1,tma3_D2,0.0,0.4003291396644514,0.6470588235294118,1.0
337,1,tma3_D2,0.0,0.26604710910672447,0.5666666666666667,0.8704239229653277
338,1,tma3_D2,0.0,0.2585547406049943,1.0,1.0
339,1,tma3_D2,0.0,0.5144911257841338,0.8631578947368421,1.0
340,1,tma3_D2,0.0,0.77092367639557,0.5897435897435898,0.8918257842076459
341,1,tma3_D2,0.0,0.4029572612961445,0.7623762376237624,1.0
342,1,tma3_D2,0.0,0.4019147289940389,0.8787878787878788,0.7467079987593768
343,1,tma3_D2,0.0,0.47655239975497765,0.8823529411764706,0.7165467370287467
344,1,tma3_D2,0.0,0.016194890111213445,0.47352941176470587,0.7669029441932372
345,1,tma3_D2,0.0,0.5981842922179772,0.9545454545454546,1.0
346,1,tma3_D2,0.0,0.4415545118269124,0.5588235294117647,0.9207188391938365
